	result	action_0	action_1	action_2	action_3	action_4	model_state
0	-1.0	-0.5	1.0358114	-0.775615	-1.236934	-0.71323186	untrained
1	1.0	0.5	-0.20485504	-0.07557327	-0.0147124	-0.110815614	untrained
2	-1.0	-0.5	-0.7127656	-1.1827585	0.7636446	0.90735835	untrained
3	-1.0	-0.4194875	-1.0338937	0.4020196	0.02004918	0.084732614	untrained
4	0.8571428571428571	0.5	-0.54970527	1.3110435	-0.13577992	1.7436764	untrained
5	0.6428571428571429	0.5	-0.06355995	0.8325972	-0.98178375	-0.10399154	untrained
6	-1.0	-0.34303856	-2.6227038	0.5076977	-0.33420402	-1.5380805	untrained
7	0.5	-0.20817196	0.65681916	0.1045504	0.35268685	0.47682178	untrained
8	-1.0	-0.5	-0.9826586	-1.223057	0.74069315	-0.37822425	untrained
9	0.631578947368421	0.5	-0.43100354	0.73351127	-1.5081118	-2.0358357	untrained
10	-1.0	-0.5	-1.6713254	1.0970525	0.029213712	0.945034	untrained
11	-1.0	-0.5	0.039474588	-0.22941132	-0.753077	0.0431415	untrained
12	0.8	-0.0002500927	-1.0819697	-2.211665	0.26538813	-0.511886	untrained
13	-1.0	-0.117765516	-2.127104	-0.13334462	0.18992624	2.0622933	untrained
14	-1.0	-0.5	1.2864889	1.1695538	0.21933824	1.7171875	untrained
15	-0.5	-0.028446704	-0.106983736	0.5981711	0.46711692	0.865282	untrained
16	-1.0	-0.40431854	0.050342005	0.054535996	0.11624301	0.71627706	untrained
17	1.0	0.5	0.10865611	-0.8067837	-0.27191776	1.1042645	untrained
18	-1.0	-0.5	0.3531778	0.36399683	0.9602441	0.24670252	untrained
19	-1.0	-0.03137196	-0.89473903	-1.160995	1.3996102	1.7435657	untrained
20	0.896551724137931	0.5	-0.51817805	-1.0895768	1.2768801	0.520888	untrained
21	0.7333333333333333	0.5	1.4901285	-1.0736305	0.43568367	1.5115666	untrained
22	-1.0	-0.5	-0.16244608	0.37506503	-0.34796003	0.2575091	untrained
23	-0.5	0.062993735	0.38495284	-1.3654867	-0.16271104	-0.37230197	untrained
24	0.8181818181818182	0.26177344	0.17374285	1.8144951	0.31768426	0.8531018	untrained
25	-1.0	-0.5	-0.09705526	1.4910074	1.0479131	0.18287495	untrained
26	1.0	0.41052088	-0.16844957	0.7621339	0.04217186	-1.4155738	untrained
27	-1.0	-0.5	-1.8872303	2.0522017	0.5787039	1.2917401	untrained
28	0.8666666666666667	0.5	0.63486785	-1.7757385	-0.8867935	-0.65420914	untrained
29	0.5	0.1897058	0.22747362	-0.5271456	1.0667979	1.173279	untrained
30	-1.0	-0.5	1.1042659	1.1866232	0.0038098823	-0.862141	untrained
31	1.0	0.5	-0.09787178	-0.3250497	1.8263583	0.94793224	untrained
32	0.896551724137931	0.5	-0.6669256	-1.5850074	0.045685507	0.3544458	untrained
33	-1.0	-0.5	-0.7534124	1.9777266	1.6377321	-0.94729894	untrained
34	-1.0	-0.5	-1.3151394	-0.23198174	1.8791249	-0.23123103	untrained
35	0.8888888888888888	0.5	0.69086844	-0.19455138	0.24929447	-1.0465264	untrained
36	-0.5	-0.21653879	2.2149932	0.4603283	-0.31824943	1.5716339	untrained
37	-1.0	-0.5	-0.34407362	1.2946007	1.7341439	-1.8169065	untrained
38	0.7272727272727273	-0.119053386	1.1624076	1.3390481	0.24701373	0.5496452	untrained
39	0.8571428571428571	0.5	0.57505536	-1.4162719	0.12910086	0.6040974	untrained
40	-0.5	-0.30096012	-0.2247692	-0.095534734	-0.7768249	0.9463679	untrained
41	-1.0	-0.5	0.44848058	-1.6720958	-0.5965564	-1.0027153	untrained
42	0.8571428571428571	0.5	1.3673818	-0.37034306	1.369835	0.5102427	untrained
43	0.896551724137931	0.5	0.6783691	0.31837654	0.43343633	-0.27344596	untrained
44	0.8	0.16112167	0.38982704	-0.2476974	0.7852924	-2.437816	untrained
45	-1.0	-0.5	-0.06169572	-0.73191583	0.79535717	-1.5081987	untrained
46	-1.0	-0.5	1.1160569	-1.0453417	0.9526284	0.9942135	untrained
47	-1.0	-0.3335847	0.14844136	-0.42827907	1.5697944	-2.0222948	untrained
48	0.896551724137931	0.5	-1.9727283	-0.25873736	0.7812344	-1.611688	untrained
49	1.0	0.5	-0.33432963	0.47491038	-0.15961581	-0.7074029	untrained
50	-1.0	-0.5	1.197448	0.5051854	1.0899378	0.7307742	untrained
51	1.0	0.062157936	0.074166656	-1.0677754	0.090593286	0.76113725	untrained
52	0.625	0.06770354	-1.510487	0.25017083	-0.18741094	-0.5991157	untrained
53	0.8	0.0917349	-1.6871445	-1.429109	0.38809207	-0.029208403	untrained
54	-0.5	-0.39896518	-0.069720626	-0.8660654	0.9673332	-0.26562384	untrained
55	0.35294117647058826	0.09948734	1.134792	0.53639305	-0.67816705	-0.6207902	untrained
56	0.8571428571428571	0.5	-0.4185039	1.7687324	-1.8371332	-0.88404155	untrained
57	0.0	0.5	-0.8820072	1.29418	-0.8299647	-0.64944506	untrained
58	-1.0	0.49167034	-1.1915053	0.14397706	-1.0538627	-1.5880554	untrained
59	0.7692307692307693	-0.06628506	0.586421	2.2301404	0.3025787	0.33315402	untrained
60	1.0	0.5	-0.19725148	1.537267	0.42849728	1.4517385	untrained
61	0.7857142857142857	0.5	-1.8333653	-0.8941341	-0.061890725	0.49428457	untrained
62	0.5714285714285714	-0.2710792	0.33692884	-1.4012263	-0.019475613	0.9894734	untrained
63	0.7857142857142857	0.5	-0.66957235	-0.06420252	-0.20266515	1.1444579	untrained
64	-1.0	-0.5	-1.1213355	0.26726392	0.86468244	0.20325693	untrained
65	0.42857142857142855	0.5	-0.018674834	-0.60329574	-0.70035803	-0.5109073	untrained
66	-1.0	-0.43287188	0.88443947	0.4865412	0.5616052	0.7221063	untrained
67	0.42857142857142855	0.5	0.21375747	-0.22076179	-0.5068618	-0.030378178	untrained
68	-1.0	-0.5	-2.108154	-0.56878465	-0.81880796	-1.2806064	untrained
69	-1.0	-0.30492148	-1.4171236	-1.2342068	0.22402494	-2.101597	untrained
70	1.0	0.5	-1.3664852	0.19685887	0.68777317	-0.026480187	untrained
71	0.5	0.31009376	-1.0940833	0.41748062	-1.1465563	1.6530858	untrained
72	0.896551724137931	0.5	0.6271354	0.3752404	-1.6814266	-0.6793862	untrained
73	1.0	0.5	-0.15781185	0.29803714	-0.46759465	-0.28004223	untrained
74	0.7857142857142857	0.5	-0.39753962	1.5056882	0.5547926	-0.954123	untrained
75	0.8666666666666667	0.5	-0.75842696	0.2730657	1.2758611	-0.36875528	untrained
76	0.896551724137931	0.5	-0.829468	-3.1547155	-0.9373024	-0.094640434	untrained
77	-1.0	-0.5	-1.8311957	-0.56108475	1.8447903	0.15832224	untrained
78	-1.0	-0.5	1.1016837	-0.19866095	-0.058462217	-0.5195916	untrained
79	0.8695652173913043	0.5	1.2860091	0.95797175	-1.657651	-1.3170097	untrained
80	-1.0	-0.42933577	0.5891796	0.39450067	-1.7572361	-1.3100075	untrained
81	0.8571428571428571	0.5	0.024950806	0.5379456	-1.5739233	0.7732933	untrained
82	0.7586206896551724	0.5	2.186671	0.3442835	0.98894423	0.7135458	untrained
83	0.8666666666666667	0.5	-0.34759647	-0.41780838	1.8321902	0.38700825	untrained
84	0.7857142857142857	0.5	-0.8424987	-0.9894336	-0.6158526	-0.31684208	untrained
85	-1.0	-0.5	1.5905492	-0.15722674	0.8044751	-0.8053209	untrained
86	-1.0	-0.5	0.6241364	-0.5060545	-0.41262367	1.2207721	untrained
87	-1.0	-0.47625756	-0.102887735	0.8832184	0.25990248	0.6001978	untrained
88	1.0	0.42409453	0.82810307	-0.6778656	0.29342082	-0.09126527	untrained
89	1.0	0.25153247	0.21369453	-2.1339116	1.8974414	1.6010467	untrained
90	-1.0	-0.5	-0.45464522	-0.18243207	-0.18383518	1.7006634	untrained
91	0.72	0.5	0.28995124	-0.18745425	-1.6077021	-0.69071543	untrained
92	1.0	0.3865262	-1.1394972	-0.5564187	0.33267167	-0.21874854	untrained
93	-1.0	-0.5	0.116144866	-1.7434956	-0.45031866	0.91430366	untrained
94	1.0	0.5	-0.023057265	0.5253488	-1.2382721	-1.4548905	untrained
95	-1.0	-0.5	0.26199332	-1.2904778	0.5685591	-0.4654094	untrained
96	0.0	0.10173139	-1.1189239	0.7917899	-1.248489	0.701047	untrained
97	0.8571428571428571	0.5	0.7839243	0.93976504	-1.4801358	1.1242269	untrained
98	0.8666666666666667	0.5	-0.028495653	0.47160497	0.95799845	0.4667917	untrained
99	-1.0	-0.34334052	-1.7516751	1.7492497	-2.3798373	-0.7731087	untrained
100	1.0	0.5	1.2485597	-0.3809751	0.754755	1.5731909	untrained
101	0.896551724137931	0.5	-1.3437333	-0.5309933	-1.413563	-1.9339981	untrained
102	-0.5	-0.3428304	0.07456088	0.12701508	0.12943815	0.57527995	untrained
103	1.0	0.28249007	0.43940714	0.04447592	1.1350071	-0.020882413	untrained
104	-1.0	-0.5	0.48943713	0.00512599	0.7079441	-0.11787512	untrained
105	0.896551724137931	0.5	-0.020416187	-1.6538891	1.3192891	-0.38466385	untrained
106	-1.0	-0.5	-2.3059165	0.9196893	1.8968569	1.8810941	untrained
107	-1.0	-0.5	0.54068774	-1.2994242	1.856133	-0.20697138	untrained
108	-1.0	-0.5	-0.95314384	0.8786952	1.9404194	-0.4738444	untrained
109	1.0	-0.16105974	-1.6669356	0.2674592	-0.725233	-1.1627854	untrained
110	0.8421052631578947	0.1346287	-0.026819324	1.5945851	-0.29285544	-0.7977821	untrained
111	0.7857142857142857	0.5	-0.1885853	-0.92321104	-0.3484174	0.3677394	untrained
112	-1.0	-0.5	1.6213557	-2.811675	-0.79479504	1.6628171	untrained
113	-0.5	-0.36346036	-0.39995447	-0.56403327	-0.18659128	0.7295257	untrained
114	-0.5	-0.33460957	0.6405947	1.252789	0.23365647	-1.7260276	untrained
115	1.0	0.5	2.0081537	0.87503886	-0.56986266	-0.33626005	untrained
116	-1.0	-0.5	0.5325468	-0.4755435	0.64733607	1.5367721	untrained
117	0.7857142857142857	0.5	-1.2280362	0.7382239	-0.29172266	-0.74530214	untrained
118	0.8666666666666667	0.5	0.23107286	0.13940446	2.0748265	0.57173544	untrained
119	0.8571428571428571	0.5	2.0441515	-0.79124814	0.3150227	0.048603863	untrained
120	0.7586206896551724	0.4811485	-0.4123318	0.8799682	1.0526975	-2.1206596	untrained
121	0.6956521739130435	0.5	0.572261	0.3183242	0.1429588	-1.0362654	untrained
122	-1.0	-0.47184658	0.42309514	-0.37652072	-0.6251384	0.33769113	untrained
123	-1.0	-0.5	-0.61229056	-1.2911581	0.3572544	-0.8245978	untrained
124	1.0	0.49920967	-0.3834231	-0.6657065	-1.4248708	0.63222486	untrained
125	1.0	0.1351236	0.99980646	0.31123537	-0.22999153	0.44427386	untrained
126	0.8666666666666667	0.5	-0.18964063	-0.08120548	1.0446918	0.5099951	untrained
127	1.0	0.5	0.23426181	-1.4562424	1.6824468	1.160587	untrained
128	-1.0	-0.5	-0.76128626	1.3228041	-0.3759519	1.2962239	untrained
129	0.8571428571428571	0.5	-0.57532364	2.0893338	0.41594407	0.6313229	untrained
130	0.896551724137931	0.47456846	-0.75584	-1.7606001	0.19350004	0.7994633	untrained
131	0.8666666666666667	0.5	0.62198144	-2.5171814	-0.57641506	0.69866675	untrained
132	1.0	0.5	-1.1178312	0.3778109	-0.96094465	-0.06826227	untrained
133	-0.5	-0.24864037	-0.6967392	-0.5862305	0.38437557	-0.13750961	untrained
134	-1.0	-0.5	-1.4624327	1.1603376	-0.34321338	0.7047097	untrained
135	0.896551724137931	0.5	1.0031241	0.5776912	-1.1848778	-0.27133006	untrained
136	-1.0	-0.5	0.6623888	-0.40039957	-1.5838337	0.18147767	untrained
137	0.7586206896551724	0.4541655	1.1274945	-1.3366989	-0.642574	0.6942924	untrained
138	-1.0	-0.5	-0.38081038	0.7864363	0.6924293	0.47842997	untrained
139	0.7857142857142857	0.5	-1.7487664	-0.38524154	-0.37038764	-0.56760913	untrained
140	-1.0	-0.4454574	0.10446383	-0.8035901	1.8970082	-0.5311567	untrained
141	1.0	0.25345662	-0.94360226	-0.23952052	0.6470096	-1.4768002	untrained
142	1.0	0.2557478	0.50996387	0.17938487	1.0484554	0.34210512	untrained
143	1.0	0.5	-1.2071513	0.7160416	0.11698326	-0.6379807	untrained
144	1.0	0.5	-0.17826532	-1.7266077	1.3201934	-0.45079014	untrained
145	1.0	0.5	0.88604176	-0.8479128	-0.56230927	-0.5400291	untrained
146	0.8888888888888888	0.40695715	1.2404363	1.2777452	0.3422019	0.9637033	untrained
147	0.5714285714285714	-0.2594888	0.1293432	0.5614262	1.2180313	0.5440525	untrained
148	0.8571428571428571	0.5	0.21329051	1.0783051	0.4417395	-0.96290183	untrained
149	-1.0	-0.5	-0.5954786	0.96458226	1.7420832	-0.7297721	untrained
150	-1.0	-0.46822187	-0.9441299	-1.6228671	0.8832005	-1.0878228	untrained
151	-1.0	-0.49898878	0.48654905	0.44132668	-0.6548477	-1.46038	untrained
152	-1.0	-0.5	-0.20728509	-0.29431072	0.75656855	1.7377921	untrained
153	-1.0	-0.014971402	0.08546579	-0.41384488	0.03499068	1.6407115	untrained
154	1.0	0.40276405	1.0674651	1.8562688	0.2287796	1.6668634	untrained
155	0.8888888888888888	0.3920611	0.29015252	-0.3690386	0.856016	0.6115778	untrained
156	-1.0	-0.26249057	0.23105204	-1.2114764	-0.29574966	-1.7756532	untrained
157	-1.0	-0.5	0.23459047	0.8258528	-2.5975435	0.8267633	untrained
158	-1.0	-0.5	-0.24261996	-0.27628163	1.5925161	-0.2786511	untrained
159	1.0	0.42159554	-0.6226749	0.6513767	0.7282735	-0.10463742	untrained
160	-1.0	-0.5	0.4129594	0.10938957	0.5370929	0.86004865	untrained
161	0.8421052631578947	0.17532368	0.39789823	0.6852499	0.849785	-1.1033107	untrained
162	1.0	0.5	1.7070143	0.50287336	1.3389703	-1.6569531	untrained
163	-1.0	-0.31481478	-0.85474735	0.42296737	-0.097198404	-0.8939373	untrained
164	-1.0	-0.5	-0.39266932	1.1626464	1.2078823	1.1141452	untrained
165	-1.0	-0.5	0.06364183	0.6183039	-0.09169192	0.3232853	untrained
166	0.8571428571428571	0.5	-0.23033057	-1.6827852	0.5772188	0.9024811	untrained
167	1.0	0.5	0.92056173	0.65694827	1.7035549	0.13815737	untrained
168	0.5454545454545454	0.25931856	-1.5313783	-2.0307264	-0.31562445	0.44360328	untrained
169	0.8571428571428571	0.5	1.9098356	-0.6985972	-1.291445	0.21579188	untrained
170	1.0	0.5	-0.5504933	-1.0441425	0.95314205	-0.84335524	untrained
171	0.7142857142857143	0.5	0.64531225	-1.7210473	1.0517758	-0.33594298	untrained
172	-0.5	-0.26799065	0.08000107	0.5796132	0.14575416	-0.53439337	untrained
173	-1.0	-0.5	1.6815457	-1.4634515	1.2961886	-0.28669378	untrained
174	0.8666666666666667	0.5	1.2957745	-1.4785638	-0.00374481	-0.12106582	untrained
175	-0.5	-0.11978031	-0.6009584	0.30896825	-0.8305481	0.9064336	untrained
176	0.0	-0.15240163	-1.5644908	-0.12597159	-1.2153257	-2.1434429	untrained
177	1.0	0.5	0.5153434	-1.0569453	0.7989794	0.71498996	untrained
178	1.0	0.5	0.5681551	-0.84679806	2.0075762	1.3889004	untrained
179	-1.0	-0.5	-0.020966949	1.4793885	-1.1626958	1.197479	untrained
180	-1.0	-0.5	1.6473181	0.06063914	-0.9700138	0.0984042	untrained
181	1.0	0.5	0.07358505	0.88651204	-0.22314817	-1.5338936	untrained
182	-1.0	-0.5	-1.0052147	-0.29845685	1.3618823	-1.1456587	untrained
183	1.0	0.5	-0.28719074	0.98970276	0.22688618	1.996169	untrained
184	-1.0	-0.5	-1.2322506	0.8349294	-0.599636	0.04051334	untrained
185	0.8666666666666667	0.5	-0.656069	-0.6071387	0.7100431	1.5498462	untrained
186	-1.0	-0.24579775	2.311703	-0.5550715	-0.5568744	0.4218243	untrained
187	0.896551724137931	0.5	0.7306933	-0.4916681	-2.1090903	1.2383833	untrained
188	-0.5	0.09825521	-1.6659316	-0.35246328	1.3721735	1.338537	untrained
189	-1.0	-0.5	0.6339812	0.73147243	1.6204615	0.5419839	untrained
190	-1.0	-0.5	0.53502375	-0.4115937	0.6203057	-0.7426667	untrained
191	0.6428571428571429	0.48952624	-0.83343035	0.999649	0.21285824	1.1415408	untrained
192	1.0	0.5	0.42253757	-0.4564274	0.16293065	-1.2220695	untrained
193	-1.0	-0.5	-1.7183859	-1.2393504	0.009461761	0.37482482	untrained
194	0.6666666666666666	0.5	-0.33831686	-0.46724373	1.0422219	0.8928607	untrained
195	0.8666666666666667	0.5	0.3207518	-0.50484633	0.7534421	-1.3108877	untrained
196	1.0	0.5	1.0228208	0.8149906	0.1042655	-0.63156927	untrained
197	0.7142857142857143	0.5	1.4211341	-0.06289121	-0.16790088	0.461405	untrained
198	0.8571428571428571	0.5	-0.09003498	-0.5791928	-1.0079938	1.2228825	untrained
199	0.8571428571428571	0.19002026	1.1936542	-1.6762803	0.5727648	-0.1242523	untrained
0	-1.0	-0.4277782	0.024117347	-0.038055405	-0.015430843	0.19075239	trained
1	1.0	-0.009649038	0.63612425	-1.897334	1.5401006	-0.4687372	trained
2	-1.0	-0.5	0.17964837	-0.9574757	-0.37013686	0.9433338	trained
3	0.8571428571428571	0.5	0.06214623	1.0021167	0.45466414	0.81315714	trained
4	1.0	-0.01787582	0.4220776	0.29716888	-0.6819036	-1.1159755	trained
5	1.0	0.5	-0.12290199	0.054070428	-0.5694433	0.09290469	trained
6	-0.5	-0.20172921	-1.1648835	0.25148892	0.1770916	-1.7260017	trained
7	0.8461538461538461	0.38608944	-0.97214204	-0.34520724	0.23100528	-0.06384206	trained
8	0.6956521739130435	0.5	0.5989032	-1.7206463	-1.5987791	-0.55255336	trained
9	0.8888888888888888	0.4192972	-1.3701439	1.0888315	-1.5072144	-0.02641169	trained
10	0.8571428571428571	0.5	1.5071151	-0.7803543	0.30564126	0.041578047	trained
11	0.8235294117647058	0.5	1.1766034	-0.21553668	-1.2226226	-1.1745785	trained
12	0.75	0.028559506	0.0025805011	2.2976663	-0.05639644	-0.5966214	trained
13	0.0	-0.3210018	-0.081611246	0.041967094	-0.68895376	0.43582526	trained
14	0.6428571428571429	0.5	-0.7485709	0.7587243	0.5134328	1.2858133	trained
15	0.7586206896551724	0.5	2.2625372	0.30441195	-0.24862005	0.8180385	trained
16	1.0	0.5	-0.08095978	-1.1423972	-0.24783044	-0.62772834	trained
17	0.896551724137931	0.5	1.9729381	-1.1216671	1.3067199	1.9617954	trained
18	-1.0	-0.5	-0.974848	-0.046533287	-0.28826803	1.873613	trained
19	-0.5	-0.13337901	0.57449555	0.20496371	-1.0601118	-0.9474815	trained
20	0.6	0.22146957	1.6975665	1.0877215	0.11238692	-0.16214193	trained
21	0.5333333333333333	0.0036647618	2.195189	-0.49292704	-1.5011051	0.5870962	trained
22	-1.0	-0.5	-0.42522672	-0.4260236	0.27930057	0.16711423	trained
23	0.6	-0.10069457	0.4580159	0.31620052	-0.16633771	-0.29548043	trained
24	0.8666666666666667	0.5	-0.007369805	0.12540588	0.997233	-1.6307436	trained
25	-1.0	-0.44357648	-0.5893556	0.44900334	-0.92120445	0.9284672	trained
26	1.0	0.5	0.7402502	0.33776087	1.3990808	0.32592666	trained
27	-1.0	-0.5	1.342922	-1.1801038	0.20705359	-1.663857	trained
28	0.42857142857142855	0.5	-0.7236891	2.0683866	1.0641087	-0.27666214	trained
29	1.0	0.5	0.27604935	-0.76737714	-0.6348488	-0.18605924	trained
30	0.5714285714285714	0.5	-1.5601004	-0.026778074	-1.3567848	-0.4464829	trained
31	-1.0	-0.5	-0.8701242	-0.13991936	0.023498109	-1.321575	trained
32	-1.0	-0.5	-0.82398874	-0.1061995	-0.38434753	-0.07318154	trained
33	1.0	0.5	-0.29655424	1.0835916	-0.7461993	-0.2940393	trained
34	-1.0	-0.019323856	1.262465	-2.655217	0.6522447	-0.040112715	trained
35	0.7586206896551724	0.5	0.91877365	0.01623876	-1.0029886	0.45419377	trained
36	1.0	0.5	-0.077925384	-1.0534837	-0.40287516	-0.36188567	trained
37	1.0	0.5	0.9066017	-1.2131774	-1.3407433	-1.3314945	trained
38	-1.0	-0.5	0.8172224	2.152366	-0.6252694	0.79685175	trained
39	0.5	-0.17363635	1.0893731	0.2856659	-0.9272441	-1.2429203	trained
40	1.0	0.012920976	0.05267632	-0.029233182	1.0631425	1.3134538	trained
41	1.0	0.5	0.0041437093	-2.4968274	1.3090048	0.5772559	trained
42	0.5882352941176471	0.5	-0.89988804	-1.0393164	-0.30915305	-1.1815997	trained
43	0.6666666666666666	-0.115443796	1.5083312	0.6140204	-0.46774095	-0.8091222	trained
44	1.0	0.5	-0.11150244	-0.06271799	-1.9801505	1.447215	trained
45	-1.0	-0.5	-0.95611304	-1.8629627	-1.1280614	1.1981394	trained
46	0.896551724137931	0.5	2.2276344	-0.41706425	-1.4266165	-0.43418556	trained
47	0.8461538461538461	0.3876964	1.0985696	-1.1273334	-0.75400215	0.40240797	trained
48	0.6666666666666666	0.41593274	-0.5280444	1.0652754	-1.2863826	-0.69887775	trained
49	1.0	0.5	-0.07730235	-0.2444869	-0.85093284	0.2690212	trained
50	1.0	-0.040975988	2.6913705	1.6261026	0.6105348	0.8116508	trained
51	0.6956521739130435	0.5	-0.3038292	-0.9166896	0.32552263	-1.4341856	trained
